team_id,name,email,phone,phone_id,street,city,state,zip,dollar,pick
95,Jimmy Cole,zo@lainisa.jo,(756) 230-5355,581754,Cuzlid Terrace,Ujziate,WY,41952,$3276.48,RED
96,Jerome Medina,bo@hacsa.uk,(674) 333-2784,716380,Jemsi Terrace,Fuvesav,MD,62825,$1219.78,GREEN
97,Harriett Palmer,hibtagom@azowu.fj,(768) 938-4079,821370,Ziwhut Path,Unjuhew,NC,42018,$1123.18,GREEN
98,Max Alvarado,uku@he.is,(406) 931-3467,886575,Wewe Drive,Roralnac,NM,83554,$6592.58,WHITE
99,Winnie Sutton,ceb@etdu.bq,(315) 924-2093,907577,Pani Loop,Hohdagevo,MS,09631,$5938.79,RED
100,Edith Allison,itu@ma.cy,(805) 944-9658,056838,Jenen Path,Fikfelofe,MD,16520,$6061.62,GREEN
101,Mollie Lopez,zilbuk@elzoki.se,(426) 481-9563,927043,Gazfec Manor,Gifkunri,UT,37524,$720.71,GREEN
102,Craig Walton,ubkili@pi.iq,(782) 632-3403,914113,Pefi Turnpike,Hiicom,FL,97749,$1421.71,WHITE
103,Iva Cobb,iwiuse@vukire.bn,(416) 722-1293,262235,Jenak Loop,Iclanuh,RI,09119,$5894.52,BLUE
104,Herman Bell,pepa@ajoab.hr,(978) 816-7644,543034,Moane Parkway,Sosocazuc,OR,00635,$4398.26,WHITE
105,Tom Miles,fikkajdiv@cizbuc.jm,(811) 723-5499,714968,Ruju Parkway,Ceudeed,KS,56347,$3233.77,RED
106,Lucille Waters,buminpi@hojirolo.mt,(832) 262-5244,519598,Uvote Parkway,Sujgout,MN,79707,$7219.39,WHITE
107,Stanley Luna,ume@fek.cu,(942) 626-8668,819085,Isna Boulevard,Rejadip,LA,62702,$3298.26,WHITE
108,Dustin Huff,uno@hi.cd,(923) 303-2485,618578,Vave Path,Nakepgen,ID,55134,$9566.95,GREEN
109,Jason McCarthy,fej@kaolu.iq,(474) 698-8673,136924,Usiho Pass,Suodag,RI,53801,$9238.95,BLUE
110,Mason Frank,wam@takoh.uz,(742) 954-4353,121940,Gewnad Pike,Lirvike,MI,86959,$5970.82,GREEN
111,Bruce Caldwell,dozahpe@totuf.zw,(380) 598-3707,149223,Ganjuw Extension,Hocehefud,NY,47418,$9064.04,RED
112,Ida Gross,datog@jihi.gt,(213) 980-9101,845336,Gupef Key,Vedevuz,DE,37155,$7300.62,WHITE
113,Victoria Bryant,ci@beswatji.pe,(221) 884-8223,190222,Iljok Park,Hisejigos,NV,58015,$9436.72,RED
114,Olga Kennedy,oga@looto.cx,(925) 882-2251,969105,Bemwa Pike,Netateni,WI,46121,$6668.59,RED
115,Corey Adams,livelho@sanaf.ki,(756) 654-8427,632872,Elziw Place,Itpervos,LA,89712,$8993.59,RED
116,Charlie Oliver,butilnej@pa.gi,(553) 988-5843,043604,Cihuf Terrace,Letehsuw,OK,15479,$5912.90,GREEN
117,Theodore Watkins,moloocu@paril.io,(548) 650-4491,490572,Uweavo Court,Ruruvan,SD,43636,$6441.02,GREEN
118,Jon Carr,lin@ownis.bq,(622) 679-3243,247348,Jurzi Pass,Jibuzupa,MS,73783,$8608.33,GREEN
119,Ricardo Green,hazga@vum.pn,(920) 268-9227,177760,Wogera Lane,Vahfugar,SD,65251,$6515.07,YELLOW
120,Jayden Todd,altufom@tepud.edu,(858) 952-4148,808696,Pubem Turnpike,Camohro,IL,72636,$4359.75,RED
121,Eugenia Ortiz,uduwe@iwi.pw,(257) 688-2576,192416,Zugaf Terrace,Hegihke,NM,44936,$2315.38,GREEN
122,Alex Bryan,wezgif@opoles.ch,(362) 806-5799,176344,Unesa Terrace,Bitojo,CO,84211,$2389.03,YELLOW
123,William West,lim@cogecna.pg,(613) 357-2433,003267,Seriti Point,Mociciluf,SC,63691,$2417.04,BLUE
124,Jordan Norris,joteh@uvupuviw.bv,(722) 782-1396,658601,Anti Park,Fuordiv,ID,80461,$6723.38,YELLOW
125,Frederick Brewer,fetut@tuuf.lb,(729) 871-8920,328215,Paze Pass,Kocumiz,AZ,66893,$6988.18,RED
126,Elijah Briggs,og@amo.ky,(647) 737-3875,873297,Cihup Loop,Unehilew,MA,91267,$1243.62,YELLOW
127,Ruth Walton,culail@ugga.kh,(905) 861-2763,632226,Suglor Drive,Tokezgo,KY,46141,$3803.19,GREEN
128,Nancy Duncan,orinoug@tigan.mn,(316) 646-3981,895145,Maku Drive,Zevalre,PA,91307,$313.00,BLUE
129,Herbert Gonzales,tejowkip@vacdam.al,(911) 848-5789,739252,Commu Mill,Ewimoli,CO,34731,$4892.23,GREEN
130,Essie Hodges,zusbez@bahomal.hr,(880) 564-3588,517867,Vadi Path,Kuzdeiwa,WI,16883,$1505.05,GREEN
131,Adam Waters,himobi@wahew.cr,(765) 497-4651,326432,Towpov Junction,Dujosow,VA,73353,$7749.60,WHITE
132,Jay Logan,ruh@solofi.kz,(777) 277-4275,874843,Lagboz Extension,Bedcaun,NV,14102,$2160.06,WHITE
133,Edwin Wood,tisekep@waf.cz,(979) 794-3889,699068,Ulbom Park,Pirrivu,WI,52818,$1541.55,GREEN
134,Flora Reid,gebekuvo@aw.ao,(522) 773-3896,649763,Vefeh Road,Kianivo,VA,47016,$342.51,BLUE
135,Gavin Martin,bef@lozfej.gh,(421) 801-3609,597261,Ivagip Manor,Carunec,KS,50308,$3078.41,YELLOW
136,Lucy Jefferson,pohijib@bovum.co,(386) 667-3462,803227,Vizub Pike,Hoadfe,CO,63382,$7737.20,WHITE
137,Ernest Hall,nabil@radikak.na,(632) 290-9907,399113,Rivo Place,Conihed,DC,96592,$8428.11,WHITE
138,Daisy Jenkins,fomdav@suhina.bj,(930) 340-1465,668656,Surso Path,Zosivlon,PA,14591,$7414.67,BLUE
139,Janie Chapman,tocat@fidcug.to,(360) 207-6179,101809,Nowje Point,Juwnupbil,WI,18745,$7169.67,RED
140,Bertha Christensen,til@zaubcev.mg,(277) 920-8116,551312,Cukuc Key,Givlazib,MT,23199,$2289.49,WHITE
141,Maude Hernandez,agidoc@roh.na,(858) 430-4037,931492,Zutfor Point,Ruvashe,MS,87673,$1938.82,RED
142,Jorge Stevenson,zedehka@pekuze.cy,(372) 686-5068,049647,Kavvul Road,Renhosgu,OR,07458,$1288.01,WHITE
143,Bettie Robbins,ruwja@zi.sz,(319) 972-5223,683611,Aluci Way,Batidihe,VT,29912,$7717.55,YELLOW
144,Cynthia Banks,zatiwciz@savrumis.mc,(327) 529-5458,094503,Pojza Court,Giconol,UT,03551,$777.74,WHITE
145,Cole Elliott,ijpam@pa.edu,(687) 215-5905,643029,Mimoz Pass,Inojuce,KY,63824,$9158.97,BLUE
146,Beatrice Bryan,vebluko@vadloaja.me,(549) 644-7770,400130,Talju Trail,Emudorha,CO,83509,$2478.82,GREEN
147,Christine Hunter,gol@ewvonidu.us,(812) 358-5440,048626,Hekuzo View,Midjezic,SD,72952,$483.91,RED
148,Herbert Bridges,jakdadle@vazo.ec,(549) 655-2838,730545,Foko Glen,Bevbabaw,WI,86743,$3206.14,RED
149,Brent Colon,jo@gi.sn,(436) 360-7173,777979,Tugwun Trail,Ruosdof,WI,93065,$8634.40,YELLOW
150,Bernard Peterson,dute@ho.iq,(676) 931-3292,819153,Gocac Court,Ariebli,MA,25484,$6702.47,YELLOW
151,Mason Garrett,ukorehow@afju.tc,(677) 302-8202,536451,Vuhka Extension,Wubamji,WY,69586,$4493.24,YELLOW
152,Minerva Kennedy,con@ror.so,(287) 321-2297,258749,Jaczu Street,Bahpamas,NJ,03241,$471.24,YELLOW
153,Dominic Hansen,ne@od.sl,(257) 258-9418,851190,Venzu Key,Fecdentut,RI,53691,$3671.24,WHITE
154,Carrie Steele,vamum@ra.bg,(986) 926-6620,769031,Pubjab Terrace,Rokepo,CT,57679,$3002.26,GREEN
155,Ola Carter,geb@nur.bt,(420) 625-6881,492081,Suhpos Turnpike,Huksoisi,VT,92500,$7134.62,GREEN
156,Matilda Lindsey,liguzit@ribad.fi,(936) 771-1883,471141,Fimku Center,Rumadu,ME,89849,$6506.04,GREEN
157,Francis Lindsey,izede@ga.bd,(403) 756-9755,842744,Penjo Street,Buohebe,WI,28885,$6664.06,BLUE
158,Jennie May,nafev@fehimed.sa,(655) 541-7512,632251,Cipaw Road,Igjelmi,IL,58390,$1901.47,WHITE
159,Rena Pearson,sogdej@rizka.mx,(758) 753-4252,686142,Falte Park,Dineghi,WA,50149,$3155.75,RED
160,Belle Medina,aj@ufe.cg,(675) 204-3112,314602,Zori Mill,Pezepebud,MI,01713,$6282.86,YELLOW
161,Lizzie Zimmerman,jilufo@kutfunu.ph,(783) 351-3662,168600,Vewi Pass,Mowduodi,NC,31464,$2615.64,RED
162,Lora Sullivan,lehsovki@dad.gov,(516) 423-1069,149676,Mazli Avenue,Pacgaoc,ME,68398,$7595.20,RED
163,Ralph McCoy,ehhatki@hutov.mc,(906) 959-2119,285152,Zaepa Grove,Rikledu,MI,70064,$6872.98,WHITE
164,Marguerite Strickland,govat@anbot.ir,(525) 885-7472,302644,Pafa Lane,Ratuge,NV,43061,$3439.38,GREEN
165,Lydia Cortez,radtebvik@ra.sk,(708) 424-3332,580855,Lori Terrace,Hurona,WV,27189,$2892.35,RED
166,Eunice Walton,kafju@fo.org,(920) 245-9601,307705,Himpir Drive,Igcifkuw,WY,65932,$1700.53,YELLOW
167,Louise Leonard,palofoto@mulawal.com,(749) 268-1848,891467,Mihel Trail,Dauhmin,CA,68357,$9504.36,WHITE
168,Josephine Francis,mohap@he.pw,(756) 222-9396,667385,Biwjaw Circle,Iwacupa,NH,48648,$4032.74,GREEN
169,Susan Norman,adu@imowil.st,(376) 223-4094,497033,Bane Extension,Pivlibudo,MT,24576,$4415.37,RED
170,Mittie Collier,bebozo@zu.id,(721) 253-3791,826312,Lolca Way,Mobedmi,AL,02302,$7832.54,YELLOW
171,Grace Wong,am@poguwmes.bg,(800) 257-9701,976716,Gahuju Square,Havofce,NC,89528,$262.58,GREEN
172,Elmer Ortega,mo@ituno.nz,(922) 740-6339,866875,Vecpak Parkway,Rugules,NE,90246,$2136.74,RED
173,Phoebe Burton,vot@fe.td,(415) 892-5665,755470,Goluc Extension,Usokoni,WI,20432,$4352.96,RED
174,Carlos Bridges,vodnon@biroduh.re,(528) 905-7644,316701,Newge Way,Vacegeh,TX,75104,$759.33,BLUE
175,Delia White,ofiziljuc@go.ck,(323) 626-4006,316923,Besam Court,Peevvel,NV,87645,$6144.61,RED
176,Katherine Williamson,haghuz@siske.nr,(340) 446-8271,854472,Himid Highway,Uwrosgo,NV,21062,$4411.90,YELLOW
177,Beatrice Murray,reumesiv@arkef.mh,(234) 660-8077,462646,Vovmuf Avenue,Dahinit,FL,74494,$5613.22,YELLOW
178,Lewis McDonald,lerijha@uvooji.bm,(779) 961-7941,074542,Fodor Avenue,Gebeok,WY,89142,$9656.81,YELLOW
179,Johanna Reeves,neuriri@vigonbis.am,(478) 785-7213,617889,Ugfud Avenue,Asiazuca,NJ,42255,$7742.38,RED
180,Peter Patton,muvponaz@huddazuh.ve,(718) 606-5711,836004,Vizsok Pike,Tamkijup,WA,73895,$7626.78,RED
181,Mitchell McCormick,bec@gep.cg,(674) 724-3090,856473,Pipza Point,Wigfekedi,ID,31562,$5119.24,WHITE
182,Alfred Griffin,fenib@cetauwe.ie,(928) 929-7443,033680,Hikin Heights,Duvafeb,WA,72255,$762.23,RED
183,Nannie Day,gofgid@ro.tw,(768) 506-6575,679310,Ihuweb Park,Puwivcob,NM,80171,$8725.37,YELLOW
184,Ida Jacobs,zat@niico.gs,(611) 703-6306,401371,Wormam Path,Cimcovum,MI,50710,$3773.34,WHITE
185,Keith Daniels,kazise@bogcel.mz,(861) 360-8123,432513,Memgi View,Dajinha,WY,67170,$9190.11,RED
186,Darrell Gibbs,bilbiz@kazif.cw,(643) 209-7044,110364,Ajani Trail,Jelzujve,TN,60200,$4265.52,RED
187,Susan Mills,vo@ka.fi,(369) 755-4624,523986,Celri Turnpike,Pemewo,MS,58413,$5433.64,YELLOW
188,Sylvia Ballard,daffuvaw@ijcolune.kw,(734) 345-1975,509219,Migow Key,Sasowale,NY,65150,$2461.85,WHITE
189,Addie Woods,furatwuc@tekek.vg,(679) 763-7263,521935,Izaza Way,Razazi,LA,59576,$5361.63,BLUE
190,Winnie Stevenson,uva@woahe.no,(344) 676-3642,155208,Hoce Parkway,Kunejoap,DE,15902,$1051.55,BLUE
191,Warren Vasquez,nohnoj@zu.ba,(655) 795-9654,228858,Ehaowa Place,Todoknij,CO,40504,$7532.44,GREEN
192,Nathan Taylor,jiuvimo@enafeh.lr,(304) 362-6836,538865,Ujnud Manor,Cufitse,MT,49121,$2608.50,GREEN
193,Betty Roberson,kadbivagu@gir.sg,(222) 906-5302,295924,Idoag Avenue,Ciiloze,NV,71746,$4347.66,RED
194,Rose Austin,rorkumi@gulazco.nr,(917) 947-1883,390078,Doge Ridge,Ifiruklo,ID,09468,$9987.38,YELLOW
195,Dale Wilkins,jigo@gop.mh,(618) 638-1382,390261,Jommof Ridge,Mennabiw,OR,50796,$2944.62,WHITE
196,Shawn Long,vew@heewew.eh,(637) 574-6268,055974,Gaszol Parkway,Takimwub,IA,60666,$1317.19,WHITE
197,Glen Ballard,dosmufuho@dokac.wf,(206) 356-4773,462906,Ujuc Point,Divatzos,VA,77115,$2858.41,BLUE
198,Steven Sutton,ka@wove.za,(233) 603-7211,073179,Pocid Path,Emtoes,RI,13363,$234.93,YELLOW
199,Martin Munoz,ra@lupur.sg,(678) 945-5039,562456,Ecejoj Extension,Uveluwhus,WA,61496,$9739.33,RED
200,Garrett Lucas,jonu@ji.cm,(649) 829-5705,998725,Kolap View,Ecemaspez,MN,15063,$9278.95,RED
201,Myrtle Sherman,nehbuddu@jofdi.tj,(332) 474-4056,895088,Orlu Mill,Ruwtirgo,TX,75399,$9448.86,RED
202,Mollie Schmidt,abi@za.sa,(286) 640-2529,592979,Moon Loop,Comamom,OH,80777,$1367.70,WHITE
203,Joe Lloyd,zomwov@komaj.vu,(749) 648-5331,007138,Mavej Way,Apzeldur,GA,38910,$6202.40,BLUE
204,Mina Barnes,wibat@obileze.it,(244) 731-7275,754241,Luke Glen,Tusesuod,OK,76515,$6495.44,RED
205,Herman Holland,ibedidup@icwe.fj,(965) 995-2739,059350,Rihgir Drive,Fimilfev,RI,39759,$5194.48,BLUE
206,Grace Robbins,vide@lesvi.dj,(532) 328-9881,771299,Feme Turnpike,Zifovolid,MN,59651,$4043.91,RED
207,Cynthia Hanson,ekozenze@sibibejub.eu,(637) 929-6539,261133,Gownar Drive,Kofospom,ME,74828,$7071.86,YELLOW
208,Vera Bryan,peatka@ak.gi,(522) 831-2865,903481,Lisona Park,Cuavic,SD,20884,$6981.46,GREEN
209,Victor Swanson,puldatom@ohekura.li,(219) 310-4444,538555,Ladro Mill,Akdiwzi,MI,39766,$9536.02,WHITE
210,Bryan Stevenson,zi@danabcu.me,(612) 667-4518,758717,Fuwu Extension,Najlosji,MS,28935,$3369.98,GREEN
211,Peter Wagner,zelubmo@nu.om,(961) 554-3840,362984,Latze Drive,Poefli,SD,38133,$2932.93,YELLOW
212,Bobby Thornton,na@zusim.mu,(815) 622-9301,185465,Imamo Key,Fodadte,HI,12695,$5552.48,BLUE
213,Georgia Nunez,mep@vulzut.fk,(237) 260-7759,517772,Zajso Junction,Erofine,AR,18847,$8852.06,YELLOW
